adiabatic_factor,backbone_params,base_mae,base_vs_official_baseline_pct,cooldown_support_span,corr_mae,corr_vs_official_baseline_pct,delta_vs_own_baseline_pct,effective_tau_steps,group,nonharm_vs_own_baseline,residual_params,scale,test_curve,test_label,variant,win_vs_own_baseline
0.8168498168498168,21,0.003408385839825258,0.0,4000.0,0.0028126899175170404,-17.477361727883423,-17.477361727883423,256.0,core_wsd,1,0,25,wsd_20000_24000.csv,WSD sharp,frozen_official,1
0.8168498168498168,21,0.0031360955249893426,0.0,4000.0,0.002528403286744869,-19.377351021427792,-19.377351021427792,256.0,core_wsd,1,0,25,wsdld_20000_24000.csv,WSD linear,frozen_official,1
0.9998554913294798,21,0.004487187642230267,0.0,2.0,0.003946790390501208,-12.043116865522151,-12.043116865522151,130.0,core_wsd,1,0,25,wsdcon_3.csv,WSD-con 3e-5,frozen_official,1
0.9998554913294798,21,0.002926482771138891,0.0,2.0,0.002641443188221297,-9.740005501780757,-9.740005501780757,130.0,core_wsd,1,0,25,wsdcon_9.csv,WSD-con 9e-5,frozen_official,1
0.9998554913294798,21,0.002504818961791151,0.0,2.0,0.002293148454145496,-8.450531191056342,-8.450531191056342,130.0,core_wsd,1,0,25,wsdcon_18.csv,WSD-con 18e-5,frozen_official,1
0.0,21,0.004428106847791531,0.0,21840.0,0.004428106847791531,0.0,0.0,256.0,extra_control,1,0,25,cosine_24000.csv,Cosine 24k,frozen_official,0
1.0,21,0.003761619732988638,0.0,0.0,0.003761619732988638,0.0,0.0,128.0,extra_control,1,0,25,constant_24000.csv,Constant 24k,frozen_official,0
1.0,21,0.0015795124507172926,0.0,0.0,0.0015795124507172926,0.0,0.0,128.0,extra_control,1,0,25,constant_72000.csv,Constant 72k,frozen_official,0
0.8168498168498168,21,0.0037480705220761528,0.0,4000.0,0.002957866925660198,-21.08294365758733,-21.08294365758733,256.0,core_wsd,1,0,100,wsd_20000_24000.csv,WSD sharp,frozen_official,1
0.8168498168498168,21,0.003248313740665229,0.0,4000.0,0.0025059266490955086,-22.85453779528345,-22.85453779528345,256.0,core_wsd,1,0,100,wsdld_20000_24000.csv,WSD linear,frozen_official,1
0.9998554913294798,21,0.0056693997340904675,0.0,2.0,0.005041396816968526,-11.077061886212036,-11.077061886212036,130.0,core_wsd,1,0,100,wsdcon_3.csv,WSD-con 3e-5,frozen_official,1
0.9998554913294798,21,0.004934623402238123,0.0,2.0,0.004624132743663764,-6.2920841828281056,-6.2920841828281056,130.0,core_wsd,1,0,100,wsdcon_9.csv,WSD-con 9e-5,frozen_official,1
0.9998554913294798,21,0.0013816404339982303,0.0,2.0,0.0012653245996598833,-8.41867619650859,-8.41867619650859,130.0,core_wsd,1,0,100,wsdcon_18.csv,WSD-con 18e-5,frozen_official,1
0.0,21,0.0032781062167547585,0.0,21840.0,0.0032781062167547585,0.0,0.0,256.0,extra_control,1,0,100,cosine_24000.csv,Cosine 24k,frozen_official,0
1.0,21,0.001848699219840022,0.0,0.0,0.001848699219840022,0.0,0.0,128.0,extra_control,1,0,100,constant_24000.csv,Constant 24k,frozen_official,0
1.0,21,0.004776169698442608,0.0,0.0,0.004776169698442608,0.0,0.0,128.0,extra_control,1,0,100,constant_72000.csv,Constant 72k,frozen_official,0
0.8168498168498168,21,0.004701998914275349,0.0,4000.0,0.00377928904440882,-19.623778879768906,-19.623778879768906,256.0,core_wsd,1,0,400,wsd_20000_24000.csv,WSD sharp,frozen_official,1
0.8168498168498168,21,0.0038535563963712593,0.0,4000.0,0.002987769755480256,-22.467210852455153,-22.467210852455153,256.0,core_wsd,1,0,400,wsdld_20000_24000.csv,WSD linear,frozen_official,1
0.9998554913294798,21,0.008173606778800102,0.0,2.0,0.007432257528230927,-9.070038119426227,-9.070038119426227,130.0,core_wsd,1,0,400,wsdcon_3.csv,WSD-con 3e-5,frozen_official,1
0.9998554913294798,21,0.006687305974578527,0.0,2.0,0.006131286705620363,-8.314548056748784,-8.314548056748784,130.0,core_wsd,1,0,400,wsdcon_9.csv,WSD-con 9e-5,frozen_official,1
0.9998554913294798,21,0.0025579541942073844,0.0,2.0,0.002296486768436446,-10.22173994995863,-10.22173994995863,130.0,core_wsd,1,0,400,wsdcon_18.csv,WSD-con 18e-5,frozen_official,1
0.0,21,0.007134640765897494,0.0,21840.0,0.007134640765897494,0.0,0.0,256.0,extra_control,1,0,400,cosine_24000.csv,Cosine 24k,frozen_official,0
1.0,21,0.001679822173746335,0.0,0.0,0.001679822173746335,0.0,0.0,128.0,extra_control,1,0,400,constant_24000.csv,Constant 24k,frozen_official,0
1.0,21,0.004118245803084534,0.0,0.0,0.004118245803084534,0.0,0.0,128.0,extra_control,1,0,400,constant_72000.csv,Constant 72k,frozen_official,0
0.8168498168498168,21,0.004303325702859985,26.256999796731016,4000.0,0.0038679303904694848,13.482761994686232,-10.11764719786692,256.0,core_wsd,1,0,25,wsd_20000_24000.csv,WSD sharp,cosine_independent,1
0.8168498168498168,21,0.003860602372604268,23.102193215794586,4000.0,0.0035502948095588877,13.207483039629441,-8.037801697667568,256.0,core_wsd,1,0,25,wsdld_20000_24000.csv,WSD linear,cosine_independent,1
0.9998554913294798,21,0.008591406057766149,91.46527274477788,2.0,0.0075821740623842615,68.97385772384801,-11.746994480252715,130.0,core_wsd,1,0,25,wsdcon_3.csv,WSD-con 3e-5,cosine_independent,1
0.9998554913294798,21,0.006052212378600692,106.80840626460855,2.0,0.005267254164371999,79.98582517956044,-12.969773119729478,130.0,core_wsd,1,0,25,wsdcon_9.csv,WSD-con 9e-5,cosine_independent,1
0.9998554913294798,21,0.004134387912738256,65.0573544757035,2.0,0.0036858403592527995,47.149970336264204,-10.849188875176885,130.0,core_wsd,1,0,25,wsdcon_18.csv,WSD-con 18e-5,cosine_independent,1
0.0,21,0.005143481872344928,16.155324366443025,21840.0,0.005143481872344928,16.155324366443025,0.0,256.0,extra_control,1,0,25,cosine_24000.csv,Cosine 24k,cosine_independent,0
1.0,21,0.0027829504099139567,-26.017231739081726,0.0,0.0027829504099139567,-26.017231739081726,0.0,128.0,extra_control,1,0,25,constant_24000.csv,Constant 24k,cosine_independent,0
1.0,21,0.009323393150473466,490.27031703608924,0.0,0.009323393150473466,490.27031703608924,0.0,128.0,extra_control,1,0,25,constant_72000.csv,Constant 72k,cosine_independent,0
0.8168498168498168,21,0.004344890305179187,15.923387235852783,4000.0,0.0037096290736746747,-1.025633007038096,-14.62088077913658,256.0,core_wsd,1,0,100,wsd_20000_24000.csv,WSD sharp,cosine_independent,1
0.8168498168498168,21,0.0036178807709199698,11.37719628581988,4000.0,0.0031121022330180275,-4.19329900132449,-13.979967000773518,256.0,core_wsd,1,0,100,wsdld_20000_24000.csv,WSD linear,cosine_independent,1
0.9998554913294798,21,0.007928074250295227,39.83974710097091,2.0,0.007014339960692616,23.722797644959414,-11.525299344523487,130.0,core_wsd,1,0,100,wsdcon_3.csv,WSD-con 3e-5,cosine_independent,1
0.9998554913294798,21,0.0062566970131816045,26.791783347516418,2.0,0.005545622083695087,12.381870543147077,-11.365021000512332,130.0,core_wsd,1,0,100,wsdcon_9.csv,WSD-con 9e-5,cosine_independent,1
0.9998554913294798,21,0.0026712241180200675,93.33714129153006,2.0,0.0022647845479968646,63.919967327748715,-15.215479947240784,130.0,core_wsd,1,0,100,wsdcon_18.csv,WSD-con 18e-5,cosine_independent,1
0.0,21,0.003600787534433194,9.843528438132253,21840.0,0.003600787534433194,9.843528438132253,0.0,256.0,extra_control,1,0,100,cosine_24000.csv,Cosine 24k,cosine_independent,0
1.0,21,0.0031561208930564913,70.72116757476685,0.0,0.0031561208930564913,70.72116757476685,0.0,128.0,extra_control,1,0,100,constant_24000.csv,Constant 24k,cosine_independent,0
1.0,21,0.005553172100074478,16.268316468848077,0.0,0.005553172100074478,16.268316468848077,0.0,128.0,extra_control,1,0,100,constant_72000.csv,Constant 72k,cosine_independent,0
0.8168498168498168,21,0.007276453411883992,54.75234138809677,4000.0,0.006323795753825737,34.49164640652267,-13.092335017253909,256.0,core_wsd,1,0,400,wsd_20000_24000.csv,WSD sharp,cosine_independent,1
0.8168498168498168,21,0.006065618893503333,57.403143216356845,4000.0,0.005219189111768301,35.43824392145925,-13.954549347661994,256.0,core_wsd,1,0,400,wsdld_20000_24000.csv,WSD linear,cosine_independent,1
0.9998554913294798,21,0.015378430871178581,88.14742729079703,2.0,0.014394940938005444,76.11491875706116,-6.39525541592374,130.0,core_wsd,1,0,400,wsdcon_3.csv,WSD-con 3e-5,cosine_independent,1
0.9998554913294798,21,0.009032886016726277,35.07511172756801,2.0,0.008260192319938086,23.52047822155605,-8.554228353567028,130.0,core_wsd,1,0,400,wsdcon_9.csv,WSD-con 9e-5,cosine_independent,1
0.9998554913294798,21,0.004868849724276598,90.34155245243845,2.0,0.0044241571091859526,72.95685431759014,-9.133422477045471,130.0,core_wsd,1,0,400,wsdcon_18.csv,WSD-con 18e-5,cosine_independent,1
0.0,21,0.004080041878722079,-42.81363263271694,21840.0,0.004080041878722079,-42.81363263271694,0.0,256.0,extra_control,1,0,400,cosine_24000.csv,Cosine 24k,cosine_independent,0
1.0,21,0.00429385526447914,155.61367932791336,0.0,0.00429385526447914,155.61367932791336,0.0,128.0,extra_control,1,0,400,constant_24000.csv,Constant 24k,cosine_independent,0
1.0,21,0.005271487961028003,28.003237618300968,0.0,0.005271487961028003,28.003237618300968,0.0,128.0,extra_control,1,0,400,constant_72000.csv,Constant 72k,cosine_independent,0
0.8168498168498168,17,0.004280453178486453,25.585933624988442,4000.0,0.003854476855517058,13.08804333357607,-9.951664116088244,256.0,core_wsd,1,0,25,wsd_20000_24000.csv,WSD sharp,median_beta_gamma_projected,1
0.8168498168498168,17,0.003842803932818596,22.534658214266457,4000.0,0.0035396485423448243,12.868007818634709,-7.888911216227868,256.0,core_wsd,1,0,25,wsdld_20000_24000.csv,WSD linear,median_beta_gamma_projected,1
0.9998554913294798,17,0.008238562187031562,83.60190934508698,2.0,0.007353981383535533,63.88843012324714,-10.737077458594168,130.0,core_wsd,1,0,25,wsdcon_3.csv,WSD-con 3e-5,median_beta_gamma_projected,1
0.9998554913294798,17,0.005781269146004324,97.55008309016782,2.0,0.005092803589958637,74.02472483980098,-11.90855396382149,130.0,core_wsd,1,0,25,wsdcon_9.csv,WSD-con 9e-5,median_beta_gamma_projected,1
0.9998554913294798,17,0.003976258099400491,58.74433083008685,2.0,0.0035826125288580114,43.02880102345399,-9.899899873245921,130.0,core_wsd,1,0,25,wsdcon_18.csv,WSD-con 18e-5,median_beta_gamma_projected,1
0.0,17,0.0051526994923745935,16.36348601083204,21840.0,0.0051526994923745935,16.36348601083204,0.0,256.0,extra_control,1,0,25,cosine_24000.csv,Cosine 24k,median_beta_gamma_projected,0
1.0,17,0.002783391585643213,-26.00550339436397,0.0,0.002783391585643213,-26.00550339436397,0.0,128.0,extra_control,1,0,25,constant_24000.csv,Constant 24k,median_beta_gamma_projected,0
1.0,17,0.00932083606321674,490.10842611490244,0.0,0.00932083606321674,490.10842611490244,0.0,128.0,extra_control,1,0,25,constant_72000.csv,Constant 72k,median_beta_gamma_projected,0
0.8168498168498168,17,0.004344890305179187,15.923387235852783,4000.0,0.0037096290736746747,-1.025633007038096,-14.62088077913658,256.0,core_wsd,1,0,100,wsd_20000_24000.csv,WSD sharp,median_beta_gamma_projected,1
0.8168498168498168,17,0.0036178807709199698,11.37719628581988,4000.0,0.0031121022330180275,-4.19329900132449,-13.979967000773518,256.0,core_wsd,1,0,100,wsdld_20000_24000.csv,WSD linear,median_beta_gamma_projected,1
0.9998554913294798,17,0.007928074250295227,39.83974710097091,2.0,0.007014339960692616,23.722797644959414,-11.525299344523487,130.0,core_wsd,1,0,100,wsdcon_3.csv,WSD-con 3e-5,median_beta_gamma_projected,1
0.9998554913294798,17,0.0062566970131816045,26.791783347516418,2.0,0.005545622083695087,12.381870543147077,-11.365021000512332,130.0,core_wsd,1,0,100,wsdcon_9.csv,WSD-con 9e-5,median_beta_gamma_projected,1
0.9998554913294798,17,0.0026712241180200675,93.33714129153006,2.0,0.0022647845479968646,63.919967327748715,-15.215479947240784,130.0,core_wsd,1,0,100,wsdcon_18.csv,WSD-con 18e-5,median_beta_gamma_projected,1
0.0,17,0.003600787534433194,9.843528438132253,21840.0,0.003600787534433194,9.843528438132253,0.0,256.0,extra_control,1,0,100,cosine_24000.csv,Cosine 24k,median_beta_gamma_projected,0
1.0,17,0.0031561208930564913,70.72116757476685,0.0,0.0031561208930564913,70.72116757476685,0.0,128.0,extra_control,1,0,100,constant_24000.csv,Constant 24k,median_beta_gamma_projected,0
1.0,17,0.005553172100074478,16.268316468848077,0.0,0.005553172100074478,16.268316468848077,0.0,128.0,extra_control,1,0,100,constant_72000.csv,Constant 72k,median_beta_gamma_projected,0
0.8168498168498168,17,0.007318078517601122,55.637605431666756,4000.0,0.006357724676652732,35.21323149077238,-13.123032755641928,256.0,core_wsd,1,0,400,wsd_20000_24000.csv,WSD sharp,median_beta_gamma_projected,1
0.8168498168498168,17,0.0060986336948175325,58.25987912257813,4000.0,0.005243623552425776,36.07231899767933,-14.019699906199035,256.0,core_wsd,1,0,400,wsdld_20000_24000.csv,WSD linear,median_beta_gamma_projected,1
0.9998554913294798,17,0.015691811278541377,91.98148018621661,2.0,0.014605469882407886,78.69063532992702,-6.922982801985822,130.0,core_wsd,1,0,400,wsdcon_3.csv,WSD-con 3e-5,median_beta_gamma_projected,1
0.9998554913294798,17,0.0092337016258552,38.07804908219652,2.0,0.008388144141853566,25.433832005604252,-9.157297021965672,130.0,core_wsd,1,0,400,wsdcon_9.csv,WSD-con 9e-5,median_beta_gamma_projected,1
0.9998554913294798,17,0.004968489560488487,94.23684645095993,2.0,0.004484982202100468,75.33473477581947,-9.731475783567555,130.0,core_wsd,1,0,400,wsdcon_18.csv,WSD-con 18e-5,median_beta_gamma_projected,1
0.0,17,0.004067105795951408,-42.99494635537139,21840.0,0.004067105795951408,-42.99494635537139,0.0,256.0,extra_control,1,0,400,cosine_24000.csv,Cosine 24k,median_beta_gamma_projected,0
1.0,17,0.004287672190265758,155.24560023537512,0.0,0.004287672190265758,155.24560023537512,0.0,128.0,extra_control,1,0,400,constant_24000.csv,Constant 24k,median_beta_gamma_projected,0
1.0,17,0.005277096049916532,28.139414261383532,0.0,0.005277096049916532,28.139414261383532,0.0,128.0,extra_control,1,0,400,constant_72000.csv,Constant 72k,median_beta_gamma_projected,0
0.8168498168498168,15,0.004276915230981923,25.48213236331227,4000.0,0.0038523469190850754,13.025552273817054,-9.926975143703565,256.0,core_wsd,1,0,25,wsd_20000_24000.csv,WSD sharp,median_c_beta_gamma_projected,1
0.8168498168498168,15,0.0038400515738391994,22.446894338534197,4000.0,0.0035379707344090996,12.81450791972043,-7.866582873210892,256.0,core_wsd,1,0,25,wsdld_20000_24000.csv,WSD linear,median_c_beta_gamma_projected,1
0.9998554913294798,15,0.008199819396713269,82.73850015859179,2.0,0.007328469969266071,63.319891067082736,-10.62644657510945,130.0,core_wsd,1,0,25,wsdcon_3.csv,WSD-con 3e-5,median_c_beta_gamma_projected,1
0.9998554913294798,15,0.0057515315577110135,96.5339285244692,2.0,0.005073345284534185,73.35982068877193,-11.791403148394297,130.0,core_wsd,1,0,25,wsdcon_9.csv,WSD-con 9e-5,median_c_beta_gamma_projected,1
0.9998554913294798,15,0.003958687266992303,58.04284969806828,2.0,0.0035708997534800824,42.56119136556664,-9.795861288301522,130.0,core_wsd,1,0,25,wsdcon_18.csv,WSD-con 18e-5,median_c_beta_gamma_projected,1
0.0,15,0.0051541120155567275,16.395385041968535,21840.0,0.0051541120155567275,16.395385041968535,0.0,256.0,extra_control,1,0,25,cosine_24000.csv,Cosine 24k,median_c_beta_gamma_projected,0
1.0,15,0.002783461243892718,-26.003651579070297,0.0,0.002783461243892718,-26.003651579070297,0.0,128.0,extra_control,1,0,25,constant_24000.csv,Constant 24k,median_c_beta_gamma_projected,0
1.0,15,0.009320428054952907,490.08259483616536,0.0,0.009320428054952907,490.08259483616536,0.0,128.0,extra_control,1,0,25,constant_72000.csv,Constant 72k,median_c_beta_gamma_projected,0
0.8168498168498168,15,0.004344890305179187,15.923387235852783,4000.0,0.0037096290736746747,-1.025633007038096,-14.62088077913658,256.0,core_wsd,1,0,100,wsd_20000_24000.csv,WSD sharp,median_c_beta_gamma_projected,1
0.8168498168498168,15,0.0036178807709199698,11.37719628581988,4000.0,0.0031121022330180275,-4.19329900132449,-13.979967000773518,256.0,core_wsd,1,0,100,wsdld_20000_24000.csv,WSD linear,median_c_beta_gamma_projected,1
0.9998554913294798,15,0.007928074250295227,39.83974710097091,2.0,0.007014339960692616,23.722797644959414,-11.525299344523487,130.0,core_wsd,1,0,100,wsdcon_3.csv,WSD-con 3e-5,median_c_beta_gamma_projected,1
0.9998554913294798,15,0.0062566970131816045,26.791783347516418,2.0,0.005545622083695087,12.381870543147077,-11.365021000512332,130.0,core_wsd,1,0,100,wsdcon_9.csv,WSD-con 9e-5,median_c_beta_gamma_projected,1
0.9998554913294798,15,0.0026712241180200675,93.33714129153006,2.0,0.0022647845479968646,63.919967327748715,-15.215479947240784,130.0,core_wsd,1,0,100,wsdcon_18.csv,WSD-con 18e-5,median_c_beta_gamma_projected,1
0.0,15,0.003600787534433194,9.843528438132253,21840.0,0.003600787534433194,9.843528438132253,0.0,256.0,extra_control,1,0,100,cosine_24000.csv,Cosine 24k,median_c_beta_gamma_projected,0
1.0,15,0.0031561208930564913,70.72116757476685,0.0,0.0031561208930564913,70.72116757476685,0.0,128.0,extra_control,1,0,100,constant_24000.csv,Constant 24k,median_c_beta_gamma_projected,0
1.0,15,0.005553172100074478,16.268316468848077,0.0,0.005553172100074478,16.268316468848077,0.0,128.0,extra_control,1,0,100,constant_72000.csv,Constant 72k,median_c_beta_gamma_projected,0
0.8168498168498168,15,0.007319519036846302,55.668241747655834,4000.0,0.006358856236023848,35.23729698699529,-13.12467111549951,256.0,core_wsd,1,0,400,wsd_20000_24000.csv,WSD sharp,median_c_beta_gamma_projected,1
0.8168498168498168,15,0.006099833671682853,58.29101858809758,4000.0,0.005244494150233953,36.09491105858691,-14.022341714326203,256.0,core_wsd,1,0,400,wsdld_20000_24000.csv,WSD linear,median_c_beta_gamma_projected,1
0.9998554913294798,15,0.01570811491362656,92.18094702535389,2.0,0.01461595029980905,78.81885800670598,-6.952868754926611,130.0,core_wsd,1,0,400,wsdcon_3.csv,WSD-con 3e-5,median_c_beta_gamma_projected,1
0.9998554913294798,15,0.009245976341126576,38.26160155187621,2.0,0.008395894161565163,25.549723513201748,-9.19407694977764,130.0,core_wsd,1,0,400,wsdcon_9.csv,WSD-con 9e-5,median_c_beta_gamma_projected,1
0.9998554913294798,15,0.004975350940355125,94.50508346169985,2.0,0.004489264936647269,75.50216289304299,-9.76988376368001,130.0,core_wsd,1,0,400,wsdcon_18.csv,WSD-con 18e-5,median_c_beta_gamma_projected,1
0.0,15,0.004067031610709523,-42.995986144820066,21840.0,0.004067031610709523,-42.995986144820066,0.0,256.0,extra_control,1,0,400,cosine_24000.csv,Cosine 24k,median_c_beta_gamma_projected,0
1.0,15,0.004287515378768941,155.23626522960677,0.0,0.004287515378768941,155.23626522960677,0.0,128.0,extra_control,1,0,400,constant_24000.csv,Constant 24k,median_c_beta_gamma_projected,0
1.0,15,0.0052772088461649465,28.142153200577734,0.0,0.0052772088461649465,28.142153200577734,0.0,128.0,extra_control,1,0,400,constant_72000.csv,Constant 72k,median_c_beta_gamma_projected,0
